condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2309.916996,1000,False,True,68.046172,-5.616063,66.922960
nominal,1,1.000000,1.000000,1.000000,550.041400,250,True,False,15.645920,-1.558604,15.334200
nominal,2,1.000000,1.000000,1.000000,500.987856,248,True,False,13.301273,-2.197087,12.861855
nominal,3,1.000000,1.000000,1.000000,2005.889108,879,True,False,58.600638,-0.764147,58.447808
nominal,4,1.000000,1.000000,1.000000,2334.724548,1000,False,True,69.297755,-3.798090,68.538137
randomized,0,1.054785,0.861872,0.724584,1173.384042,539,True,False,33.120627,-2.492930,32.622042
randomized,1,0.806611,1.187962,1.247653,2215.673414,1000,False,True,63.349166,0.050469,63.339073
randomized,2,1.042654,1.137698,1.026175,2075.120840,930,True,False,59.637934,-4.394744,58.758985
randomized,3,1.174029,1.189512,0.701643,2276.472348,1000,False,True,66.394082,-5.629891,65.268104
randomized,4,1.142962,0.720151,1.137793,2173.673353,1000,False,True,61.248190,-10.418944,59.164401
