condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,91.851195,62,True,False,1.667158,-2.163087,1.234540
nominal,1,1.000000,1.000000,1.000000,1410.245768,628,True,False,40.725963,-1.096303,40.506703
nominal,2,1.000000,1.000000,1.000000,2198.093058,1000,False,True,62.474551,-9.381908,60.598169
nominal,3,1.000000,1.000000,1.000000,711.216027,359,True,False,18.562402,-2.634344,18.035534
nominal,4,1.000000,1.000000,1.000000,2225.749147,1000,False,True,63.832104,-4.404950,62.951114
randomized,0,1.109569,0.769787,0.540974,2196.576063,1000,False,True,62.393049,-1.915405,62.009968
randomized,1,0.613222,1.313270,1.412756,916.278092,470,True,False,23.524708,5.569943,22.410720
randomized,2,1.085309,1.229497,1.043625,710.613218,351,True,False,18.887640,-5.955431,17.696554
randomized,3,1.348058,1.315854,0.502739,1960.513831,920,True,False,54.369919,-8.191451,52.731629
randomized,4,1.285923,0.533586,1.229655,2103.240941,1000,False,True,57.722896,-9.362606,55.850374
