condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,91.851195,62,True,False,1.667158,-2.163087,1.234540
nominal,1,1.000000,1.000000,1.000000,1410.245768,628,True,False,40.725963,-1.096303,40.506703
nominal,2,1.000000,1.000000,1.000000,2198.093058,1000,False,True,62.474551,-9.381908,60.598169
nominal,3,1.000000,1.000000,1.000000,711.216027,359,True,False,18.562402,-2.634344,18.035534
nominal,4,1.000000,1.000000,1.000000,2225.749147,1000,False,True,63.832104,-4.404950,62.951114
randomized,0,1.000000,1.000000,1.000000,91.851195,62,True,False,1.667158,-2.163087,1.234540
randomized,1,1.000000,1.000000,1.000000,1410.245768,628,True,False,40.725963,-1.096303,40.506703
randomized,2,1.000000,1.000000,1.000000,2198.093058,1000,False,True,62.474551,-9.381908,60.598169
randomized,3,1.000000,1.000000,1.000000,711.216027,359,True,False,18.562402,-2.634344,18.035534
randomized,4,1.000000,1.000000,1.000000,2225.749147,1000,False,True,63.832104,-4.404950,62.951114
