condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2309.916996,1000,False,True,68.046172,-5.616063,66.922960
nominal,1,1.000000,1.000000,1.000000,550.041400,250,True,False,15.645920,-1.558604,15.334200
nominal,2,1.000000,1.000000,1.000000,500.987856,248,True,False,13.301273,-2.197087,12.861855
nominal,3,1.000000,1.000000,1.000000,2005.889108,879,True,False,58.600638,-0.764147,58.447808
nominal,4,1.000000,1.000000,1.000000,2334.724548,1000,False,True,69.297755,-3.798090,68.538137
randomized,0,1.109569,0.769787,0.540974,2213.540437,1000,False,True,63.268112,-5.882309,62.091650
randomized,1,0.613222,1.313270,1.412756,656.142852,310,True,False,18.110613,-3.783248,17.353964
randomized,2,1.085309,1.229497,1.043625,1287.082299,599,True,False,35.966255,-10.278407,33.910574
randomized,3,1.348058,1.315854,0.502739,208.949196,120,True,False,4.760772,-2.061015,4.348569
randomized,4,1.285923,0.533586,1.229655,2156.646762,1000,False,True,60.398846,-12.814607,57.835925
