condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
no_push,0,0.0000,none,2188.888288,1000,False,True,62.135951,2.604809,43.319310,61.614989
no_push,1,0.0000,none,2213.732302,1000,False,True,63.335918,-4.694665,44.611096,62.396985
no_push,2,0.0000,none,958.916068,458,True,False,26.288912,-2.916390,9.871249,25.705634
no_push,3,0.0000,none,2180.052116,1000,False,True,61.674745,-2.347283,45.293840,61.205289
no_push,4,0.0000,none,1325.547219,611,True,False,37.372108,-2.749116,19.700745,36.822284
+x_5,0,5.0000,+x,2241.194406,1000,False,True,64.755787,1.009040,45.453560,64.553979
+x_5,1,5.0000,+x,1781.335072,790,True,False,51.667666,-2.714201,32.462941,51.124826
+x_5,2,5.0000,+x,2150.214274,1000,False,True,60.189191,-0.936073,43.365279,60.001976
+x_5,3,5.0000,+x,2229.778698,1000,False,True,64.118177,1.717293,47.268909,63.774718
+x_5,4,5.0000,+x,2131.676273,1000,False,True,59.270156,-1.346950,41.217554,59.000766
-x_5,0,5.0000,-x,2272.955551,1000,False,True,66.296482,-0.651554,47.921238,66.166171
-x_5,1,5.0000,-x,1308.391544,1000,False,True,18.124688,-4.664060,-0.204303,17.191876
-x_5,2,5.0000,-x,2143.789285,1000,False,True,59.879879,-3.281986,43.854009,59.223482
-x_5,3,5.0000,-x,2123.525759,1000,False,True,58.838755,6.164304,42.914458,57.605894
-x_5,4,5.0000,-x,2151.609637,1000,False,True,60.265560,-1.122930,43.088771,60.040974
+y_5,0,5.0000,+y,2194.749644,1000,False,True,62.391537,1.556661,43.503101,62.080205
+y_5,1,5.0000,+y,2149.854228,1000,False,True,60.170811,0.880724,41.362517,59.994667
+y_5,2,5.0000,+y,2189.063090,1000,False,True,62.147586,-3.896062,45.698142,61.368374
+y_5,3,5.0000,+y,1286.023552,610,True,False,35.437107,1.358431,19.074771,35.165421
+y_5,4,5.0000,+y,2229.615753,1000,False,True,64.165526,0.783277,46.515211,64.008871
-y_5,0,5.0000,-y,2197.108700,1000,False,True,62.522301,0.321195,43.754068,62.458062
