condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2325.851093,1000,False,True,69.069109,0.764200,68.916269
nominal,1,1.000000,1.000000,1.000000,2311.819762,1000,False,True,68.348689,-3.460504,67.656588
nominal,2,1.000000,1.000000,1.000000,102.407845,70,True,False,1.837241,-2.195173,1.398206
nominal,3,1.000000,1.000000,1.000000,2256.667937,1000,False,True,65.618890,-6.354118,64.348067
nominal,4,1.000000,1.000000,1.000000,2353.068146,1000,False,True,70.416131,-1.949885,70.026154
randomized,0,1.109569,0.769787,0.540974,2197.311466,1000,False,True,62.692709,-5.526757,61.587357
randomized,1,0.613222,1.313270,1.412756,170.589628,87,True,False,4.417665,-2.297100,3.958245
randomized,2,1.085309,1.229497,1.043625,869.154763,407,True,False,24.240841,-5.910357,23.058770
randomized,3,1.348058,1.315854,0.502739,2001.072911,1000,False,True,52.842699,5.366862,51.769326
randomized,4,1.285923,0.533586,1.229655,2207.005639,1000,False,True,63.114580,-16.170664,59.880448
