condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2286.721013,1000,False,True,66.997609,-3.583271,66.280954
nominal,1,1.000000,1.000000,1.000000,2230.006233,1000,False,True,64.190416,-4.819500,63.226516
nominal,2,1.000000,1.000000,1.000000,120.325491,90,True,False,1.783248,-3.408247,1.101599
nominal,3,1.000000,1.000000,1.000000,2234.249708,1000,False,True,64.392052,-4.143549,63.563342
nominal,4,1.000000,1.000000,1.000000,2209.600529,1000,False,True,63.135767,0.719414,62.991884
randomized,0,1.000000,1.000000,1.000000,2286.721013,1000,False,True,66.997609,-3.583271,66.280954
randomized,1,1.000000,1.000000,1.000000,2230.006233,1000,False,True,64.190416,-4.819500,63.226516
randomized,2,1.000000,1.000000,1.000000,120.325491,90,True,False,1.783248,-3.408247,1.101599
randomized,3,1.000000,1.000000,1.000000,2234.249708,1000,False,True,64.392052,-4.143549,63.563342
randomized,4,1.000000,1.000000,1.000000,2209.600529,1000,False,True,63.135767,0.719414,62.991884
