condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2325.851093,1000,False,True,69.069109,0.764200,68.916269
nominal,1,1.000000,1.000000,1.000000,2311.819762,1000,False,True,68.348689,-3.460504,67.656588
nominal,2,1.000000,1.000000,1.000000,102.407845,70,True,False,1.837241,-2.195173,1.398206
nominal,3,1.000000,1.000000,1.000000,2256.667937,1000,False,True,65.618890,-6.354118,64.348067
nominal,4,1.000000,1.000000,1.000000,2353.068146,1000,False,True,70.416131,-1.949885,70.026154
randomized,0,1.000000,1.000000,1.000000,2325.851093,1000,False,True,69.069109,0.764200,68.916269
randomized,1,1.000000,1.000000,1.000000,2311.819762,1000,False,True,68.348689,-3.460504,67.656588
randomized,2,1.000000,1.000000,1.000000,102.407845,70,True,False,1.837241,-2.195173,1.398206
randomized,3,1.000000,1.000000,1.000000,2256.667937,1000,False,True,65.618890,-6.354118,64.348067
randomized,4,1.000000,1.000000,1.000000,2353.068146,1000,False,True,70.416131,-1.949885,70.026154
