condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2286.721013,1000,False,True,66.997609,-3.583271,66.280954
nominal,1,1.000000,1.000000,1.000000,2230.006233,1000,False,True,64.190416,-4.819500,63.226516
nominal,2,1.000000,1.000000,1.000000,120.325491,90,True,False,1.783248,-3.408247,1.101599
nominal,3,1.000000,1.000000,1.000000,2234.249708,1000,False,True,64.392052,-4.143549,63.563342
nominal,4,1.000000,1.000000,1.000000,2209.600529,1000,False,True,63.135767,0.719414,62.991884
randomized,0,1.054785,0.861872,0.724584,2242.708968,1000,False,True,64.801923,0.581179,64.685688
randomized,1,0.806611,1.187962,1.247653,1032.663889,450,True,False,30.322146,-1.769666,29.968213
randomized,2,1.042654,1.137698,1.026175,2310.052559,1000,False,True,68.122316,1.225744,67.877167
randomized,3,1.174029,1.189512,0.701643,2270.335133,1000,False,True,66.196292,-0.526664,66.090959
randomized,4,1.142962,0.720151,1.137793,2212.647912,1000,False,True,63.285751,-5.139026,62.257946
