condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2324.703339,1000,False,True,68.983718,-1.589041,68.665910
nominal,1,1.000000,1.000000,1.000000,2285.702331,1000,False,True,67.036326,1.134582,66.809410
nominal,2,1.000000,1.000000,1.000000,2247.792631,1000,False,True,65.118211,1.830151,64.752181
nominal,3,1.000000,1.000000,1.000000,1319.663251,557,True,False,39.661171,-7.006707,38.259830
nominal,4,1.000000,1.000000,1.000000,455.977210,210,True,False,12.884815,-1.756853,12.533444
randomized,0,1.109569,0.769787,0.540974,2177.978538,1000,False,True,61.706035,1.476862,61.410662
randomized,1,0.613222,1.313270,1.412756,265.322914,147,True,False,6.338673,-4.937227,5.351227
randomized,2,1.085309,1.229497,1.043625,350.792925,179,True,False,9.103636,-4.975513,8.108533
randomized,3,1.348058,1.315854,0.502739,1692.491989,758,True,False,48.809271,2.862188,48.236833
randomized,4,1.285923,0.533586,1.229655,2179.091319,1000,False,True,61.684530,-11.037536,59.477022
