condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2324.703339,1000,False,True,68.983718,-1.589041,68.665910
nominal,1,1.000000,1.000000,1.000000,2285.702331,1000,False,True,67.036326,1.134582,66.809410
nominal,2,1.000000,1.000000,1.000000,2247.792631,1000,False,True,65.118211,1.830151,64.752181
nominal,3,1.000000,1.000000,1.000000,1319.663251,557,True,False,39.661171,-7.006707,38.259830
nominal,4,1.000000,1.000000,1.000000,455.977210,210,True,False,12.884815,-1.756853,12.533444
randomized,0,1.054785,0.861872,0.724584,2245.537892,1000,False,True,65.041837,-1.612223,64.719392
randomized,1,0.806611,1.187962,1.247653,743.778340,338,True,False,21.215844,-2.782747,20.659294
randomized,2,1.042654,1.137698,1.026175,422.364592,199,True,False,11.720214,-2.178947,11.284425
randomized,3,1.174029,1.189512,0.701643,2259.384819,950,True,False,68.071605,1.491052,67.773394
randomized,4,1.142962,0.720151,1.137793,2202.025765,1000,False,True,62.849063,-4.056433,62.037776
